gene_stable_id,name,chr,start,stop,biotype,FDR,log2FC,p,GFP1,GFP2,GFP3,WT1,WT2,WT3,effect,-log(p)
ENSG00000040341,STAU2,8,73420368,73747708,protein_coding,0.797843,-0.0523209,0.639643,11.8569,12.5667,12.9892,9.97135,8.91678,9.87342,not significant,0.44684507076369173
ENSG00000127314,RAP1B,12,68610854,68671901,protein_coding,0.677153,-0.05226,0.481889,18.6635,18.9972,18.752,15.0558,15.1784,13.2643,not significant,0.7300414819088872
ENSG00000092820,EZR,6,158765740,158819368,protein_coding,0.761733,-0.0521547,0.591862,42.4148,44.9918,44.5471,34.7313,32.5578,34.2391,not significant,0.5244817793801576
ENSG00000198824,CHAMP1,13,114314481,114337626,protein_coding,0.874585,-0.0521192,0.755787,6.62983,8.84092,7.59346,5.47093,6.87299,5.44845,not significant,0.27999568853221996
ENSG00000144895,EIF2A,3,150546677,150586016,protein_coding,0.839485,-0.0521099,0.703197,15.4286,17.5071,16.7282,10.9431,13.4735,13.8257,not significant,0.3521181988318743
ENSG00000143224,PPOX,1,161166055,161178013,protein_coding,0.929312,-0.0520708,0.855965,5.78593,5.02106,5.90143,4.86523,4.40736,3.61457,not significant,0.15552579152679322
ENSG00000113194,FAF2,5,176447627,176510074,protein_coding,0.840724,-0.0520693,0.705832,11.7224,11.223,12.9914,9.1397,8.99806,9.52056,not significant,0.3483780301458923
ENSG00000078043,PIAS2,18,46803217,46920160,protein_coding,0.872549,-0.0519324,0.752366,2.29062,2.54847,2.56984,2.05173,1.96218,1.69472,not significant,0.2845323713057024
ENSG00000177731,FLII,17,18244814,18258738,protein_coding,0.854793,-0.0518385,0.724936,10.8646,11.3943,10.3773,8.58424,9.31984,7.29822,not significant,0.3216719038860744
ENSG00000140598,EFL1,15,82130232,82262734,protein_coding,0.886221,-0.0517831,0.775471,7.82588,7.76663,7.52906,5.3623,6.85058,5.65019,not significant,0.2542846922936471
ENSG00000073050,XRCC1,19,43543039,43580473,protein_coding,0.91186,-0.0516828,0.823138,5.67164,9.01443,9.45603,7.2518,5.83825,5.45104,not significant,0.19463141313929946
ENSG00000040933,INPP4A,2,98444853,98594390,protein_coding,0.87247,-0.0513756,0.752003,4.31551,4.53436,4.01193,3.40439,2.87739,3.60716,not significant,0.2850149656785526
ENSG00000139631,CSAD,12,53157662,53180909,protein_coding,0.959268,-0.051327,0.911983,1.43234,1.23313,1.77544,1.32268,1.39251,0.721622,not significant,0.09213392943241637
ENSG00000141429,GALNT1,18,35581116,35711834,protein_coding,0.810935,-0.0511447,0.657783,17.2949,18.7636,17.9144,14.1537,14.0638,13.384,not significant,0.41888018928263104
ENSG00000132423,COQ3,6,99369400,99394195,protein_coding,0.900675,-0.050947,0.803145,17.253,25.9439,19.349,16.3069,15.7865,16.0322,not significant,0.2192200084848847
ENSG00000119912,IDE,10,92451683,92574076,protein_coding,0.882299,-0.0508203,0.768691,5.51821,5.36052,6.08165,4.30832,4.4086,4.35687,not significant,0.26306621077416503
ENSG00000125954,CHURC1-FNTB,14,64914484,65061803,protein_coding,0.920612,-0.0507574,0.838289,12.1118,10.0102,14.1552,7.95135,11.399,8.71714,not significant,0.17639236921852403
ENSG00000103257,SLC7A5,16,87830022,87869507,protein_coding,0.848668,-0.0505059,0.716612,12.5181,12.0779,13.4172,10.6221,10.1043,8.61267,not significant,0.33322072850770185
ENSG00000090905,TNRC6A,16,24610208,24827632,protein_coding,0.821864,-0.0504759,0.675736,9.06415,8.90814,8.53596,6.84833,6.99782,6.61262,not significant,0.3919528117612457
ENSG00000123500,COL10A1,6,116118908,116158747,protein_coding,0.739919,-0.0504725,0.561963,42.7095,44.4658,44.0384,33.0056,35.3625,32.8773,not significant,0.5763192675546827
ENSG00000148180,GSN,9,121207793,121332843,protein_coding,0.7565,-0.0503528,0.585797,34.933,36.4706,38.6179,29.2852,28.9953,26.585,not significant,0.5347819658033927
ENSG00000131503,ANKHD1,5,140401813,140539856,protein_coding,0.779138,-0.0500958,0.614191,14.8289,14.9607,15.8782,10.761,12.5813,11.9067,not significant,0.48744932429019855
ENSG00000062598,ELMO2,20,46366049,46432985,protein_coding,0.852145,-0.0494238,0.721221,15.0694,14.5952,18.4498,13.5256,13.1489,10.4984,not significant,0.3268096699404603
ENSG00000123374,CDK2,12,55966780,55972789,protein_coding,0.81627,-0.0494003,0.665371,42.776,41.0119,38.2303,34.3522,31.5767,28.3422,not significant,0.4074104991548527
ENSG00000111671,SPSB2,12,6870934,6889358,protein_coding,0.956791,-0.0493269,0.906434,2.48579,2.21788,2.64105,1.76764,2.20988,1.70775,not significant,0.09823705893920506
ENSG00000185630,PBX1,1,164555583,164899296,protein_coding,0.792717,-0.0492813,0.631693,15.5285,15.5842,16.4648,11.4648,12.2332,12.9963,not significant,0.4593517623483143
ENSG00000144028,SNRNP200,2,96274337,96321271,protein_coding,0.740298,-0.0492636,0.563349,23.5979,25.8276,24.8902,18.5922,19.9258,18.8497,not significant,0.573855949468949
ENSG00000014138,POLA2,11,65261919,65305589,protein_coding,0.898006,-0.0491222,0.798037,7.3662,8.35744,10.2021,7.97404,6.09315,5.89804,not significant,0.22560031669240713
ENSG00000146676,PURB,7,44876292,44885481,protein_coding,0.856671,-0.0489427,0.727577,5.58368,5.9113,6.34361,4.54057,4.92254,4.31711,not significant,0.3180354436129521
ENSG00000111780,AL021546.1,12,120438197,120460006,protein_coding,0.879408,-0.0487916,0.764099,73.1637,79.3886,84.0892,51.7402,71.9973,59.3473,not significant,0.26905791705869636
ENSG00000176171,BNIP3,10,131966454,131982013,protein_coding,0.821736,-0.0487522,0.675367,17.5209,20.0707,18.1773,15.0654,15.6486,12.4099,not significant,0.39249903215920856
ENSG00000162825,NBPF20,1,145289899,145405778,protein_coding,0.784597,-0.048582,0.621252,8.62498,8.73089,8.11237,5.75284,7.14397,6.7908,not significant,0.47601848226058513
ENSG00000143499,SMYD2,1,214281101,214337131,protein_coding,0.853767,-0.0485346,0.723042,35.1249,32.3889,33.001,24.8353,28.5369,24.4235,not significant,0.3242879672242988
ENSG00000135597,REPS1,6,138903492,138988261,protein_coding,0.839286,-0.0482671,0.702907,15.7934,15.9224,17.185,14.111,11.9968,11.6334,not significant,0.3525306861075123
ENSG00000127554,GFER,16,1984192,1987749,protein_coding,0.943836,-0.0481414,0.881345,6.1776,5.10567,5.46955,7.0469,2.96757,2.90482,not significant,0.12630612924737422
ENSG00000116918,TSNAX,1,231528654,231566524,protein_coding,0.894271,-0.048113,0.790537,12.2766,12.388,11.2234,9.49119,8.71873,9.49329,not significant,0.2350428176088666
ENSG00000136492,BRIP1,17,61681265,61863521,protein_coding,0.858976,-0.048077,0.730883,6.82265,7.66738,7.70848,6.1177,5.68698,5.33198,not significant,0.3135018867620444
ENSG00000204304,PBX2,6,32184732,32190202,protein_coding,0.951244,-0.0480716,0.896882,1.96657,3.00687,2.08941,1.46135,2.34824,1.66449,not significant,0.10883097518656029
ENSG00000136052,SLC41A2,12,104802552,104958744,protein_coding,0.954582,-0.0480419,0.902341,1.6057,1.76253,0.852999,1.12843,1.29131,0.859521,not significant,0.10276278158146061
ENSG00000117385,P3H1,1,42746334,42767084,protein_coding,0.915728,-0.0479605,0.829904,6.13532,6.42292,6.69237,4.79909,5.38927,4.69833,not significant,0.18644524753153607
ENSG00000108064,TFAM,10,58385344,58399220,protein_coding,0.850845,-0.0479292,0.719564,16.9664,19.9737,18.9693,12.2489,13.7078,17.0955,not significant,0.3291098059504093
ENSG00000182768,NGRN,15,90265658,90278141,protein_coding,0.859122,-0.0478681,0.731126,10.7048,8.33969,8.80044,7.24091,7.9122,6.4364,not significant,0.3131694674647107
ENSG00000147099,HDAC8,X,72329515,72573101,protein_coding,0.901049,-0.0478174,0.804197,2.36884,2.47034,2.63552,1.66064,2.16238,1.95903,not significant,0.21791101494124093
ENSG00000177432,NAP1L5,4,88695914,88697829,protein_coding,0.911714,-0.047804,0.822727,11.9374,11.9215,14.2332,11.6719,8.60169,9.08804,not significant,0.19513084657830346
ENSG00000185829,ARL17A,17,46516701,46579682,protein_coding,0.96097,-0.0477711,0.91566,1.20475,1.14091,0.800003,0.687142,0.5684,1.16334,not significant,0.08811016225129868
ENSG00000130165,ELOF1,19,11551146,11559236,protein_coding,0.917266,-0.047722,0.832061,5.96507,4.7791,5.17359,4.04697,5.1378,3.18922,not significant,0.18384952354081854
ENSG00000066697,MSANTD3,9,100427155,100451711,protein_coding,0.888489,-0.047641,0.779493,16.9947,18.5063,15.4942,14.4835,12.6477,12.2645,not significant,0.24911157064008596
ENSG00000272196,HIST2H2AA4,1,149851060,149851624,protein_coding,0.911871,-0.0476135,0.823347,46.3869,41.874,41.15,37.4291,38.0143,24.9582,not significant,0.19437753897570542
ENSG00000104522,TSTA3,8,143612617,143618048,protein_coding,0.92347,-0.0471771,0.844156,7.64255,7.43108,8.83637,7.033,6.36306,5.09605,not significant,0.16941796734267914
ENSG00000248098,BCKDHA,19,41397807,41425002,protein_coding,0.903384,-0.0471751,0.808409,15.1603,14.1509,14.9769,12.7427,12.3203,9.24582,not significant,0.21268716041221902
ENSG00000255730,AC011462.2,19,41350852,41425001,protein_coding,0.903384,-0.0471751,0.808409,14.7736,13.7899,14.5949,12.4176,12.006,9.00996,not significant,0.21268716041221902
ENSG00000135723,FHOD1,16,67229386,67247481,protein_coding,0.766761,-0.0471265,0.598996,39.9023,41.636,41.4038,31.5896,32.2287,31.2116,not significant,0.5125003586853115
ENSG00000065135,GNAI3,1,109548614,109618324,protein_coding,0.744323,-0.0470355,0.570115,6.84244,7.18482,7.27976,5.4107,5.72521,5.34042,not significant,0.5619171841172553
ENSG00000102225,CDK16,X,47217859,47229997,protein_coding,0.728157,-0.0469739,0.542074,55.8914,58.683,57.1879,44.9066,44.7134,43.1558,not significant,0.6123527554967358
ENSG00000211460,TSN,2,121737102,121767853,protein_coding,0.84257,-0.046964,0.708209,18.9932,18.2484,16.749,14.1138,14.2072,13.4602,not significant,0.34501603111058443
ENSG00000272644,AC097468.3,2,219069353,219069809,lincRNA,0.96097,-0.0469465,0.914787,11.1404,12.0847,10.0609,7.08023,10.3209,8.41892,not significant,0.08906402769093422
ENSG00000119402,FBXW2,9,120751977,120793416,protein_coding,0.850925,-0.0469421,0.719743,6.83489,7.11854,8.08835,5.48756,5.86306,5.68309,not significant,0.3288610751363121
ENSG00000179950,PUF60,8,143816343,143829859,protein_coding,0.839163,-0.0468872,0.702709,28.3863,28.5642,25.655,20.636,21.9152,21.3589,not significant,0.3528124131244352
ENSG00000064999,ANKS1A,6,34889254,35091406,protein_coding,0.929312,-0.0467963,0.855998,2.01489,1.69129,1.94005,1.35443,1.45834,1.55439,not significant,0.15548723929172253
ENSG00000184983,NDUFA6,22,42085524,42090955,protein_coding,0.783084,-0.0467125,0.619403,144.401,132.317,140.842,117.512,115.037,91.0956,not significant,0.47899916805792814
ENSG00000101343,CRNKL1,20,20034367,20056046,protein_coding,0.890944,-0.0466748,0.784679,8.30148,7.86158,8.75875,7.04587,6.1123,6.09923,not significant,0.24248056202661714
ENSG00000135974,C2orf49,2,105337531,105349211,protein_coding,0.919591,-0.04665,0.835705,4.80918,4.45441,4.16988,2.97267,3.69862,3.73181,not significant,0.17947959898438812
ENSG00000185298,CCDC137,17,81666736,81673904,protein_coding,0.899061,-0.0465112,0.800362,19.2716,16.9417,19.9666,12.523,12.8144,17.9709,not significant,0.22269115366146114
ENSG00000166483,WEE1,11,9573669,9593457,protein_coding,0.895623,-0.046476,0.792947,6.60014,6.87189,7.99851,5.99959,5.99785,4.62408,not significant,0.2319988943853739
ENSG00000137494,ANKRD42,11,83193738,83260694,protein_coding,0.951084,-0.0463274,0.895765,1.37727,1.29351,1.4633,1.06099,0.773308,1.3457,not significant,0.11007717719349211
ENSG00000169446,MMGT1,X,135962069,135974063,protein_coding,0.871457,-0.0463214,0.749811,15.2891,13.3381,14.0782,11.6934,11.6113,9.79099,not significant,0.28793410420911625
ENSG00000051009,FAM160A2,11,6211334,6234711,protein_coding,0.956701,-0.046041,0.906285,1.24279,1.83418,1.6348,1.15728,0.974702,1.49077,not significant,0.09840145286935698
ENSG00000108510,MED13,17,61942604,62065278,protein_coding,0.812876,-0.0459692,0.661007,10.7994,12.4957,12.4174,8.44737,9.58503,9.5758,not significant,0.41399084917139595
ENSG00000048544,MRPS10,6,42206806,42217861,protein_coding,0.820992,-0.0458486,0.673519,51.889,49.733,55.5156,41.1556,38.5971,41.6809,not significant,0.3952390726907354
ENSG00000160801,PTH1R,3,46877720,46903799,protein_coding,0.880311,-0.045847,0.765287,21.0724,19.1341,17.3687,16.2612,16.2442,12.1874,not significant,0.26750435211310003
ENSG00000181449,SOX2,3,181711924,181714436,protein_coding,0.972663,-0.0457807,0.942991,1.61785,0.626776,0.75202,0.790932,0.832688,0.713195,not significant,0.05869854040270744
ENSG00000065413,ANKRD44,2,196967016,197311173,protein_coding,0.920174,-0.045639,0.83647,2.07928,2.56726,1.91281,1.63635,1.61833,1.81406,not significant,0.17856462291624892
ENSG00000128585,MKLN1,7,131110095,131496632,protein_coding,0.868442,-0.0454896,0.744734,5.20703,4.53958,5.06542,3.95268,3.88996,3.6306,not significant,0.2947281713388927
ENSG00000055211,GINM1,6,149566293,149591748,protein_coding,0.866868,-0.0452782,0.742282,24.9665,29.0625,27.2732,21.4315,20.3911,21.0228,not significant,0.29802605410859423
ENSG00000104299,INTS9,8,28767660,28890242,protein_coding,0.96097,-0.045217,0.915345,1.40151,2.04409,1.927,1.12851,1.44268,1.57831,not significant,0.08845423559146728
ENSG00000142621,FHAD1,1,15247271,15400283,protein_coding,0.936936,-0.0451975,0.869488,2.21089,1.69463,1.78068,1.42952,1.43157,1.54502,not significant,0.1398507463181121
ENSG00000168172,HOOK3,8,42896945,43030535,protein_coding,0.80614,-0.0450825,0.650727,10.2988,10.5666,10.1337,7.69939,7.63226,8.62983,not significant,0.4296650795661079
ENSG00000177981,ASB8,12,48147788,48181213,protein_coding,0.89851,-0.0450108,0.799342,9.5187,8.05182,8.89151,7.68295,6.77334,6.05078,not significant,0.2239663897529247
ENSG00000137942,FNBP1L,1,93448130,93554661,protein_coding,0.877242,-0.0449915,0.760552,10.9575,11.891,10.2234,7.20255,10.6159,7.88635,not significant,0.2737107935519502
ENSG00000139168,ZCRB1,12,42312085,42326118,protein_coding,0.81851,-0.0449016,0.669286,56.2909,58.011,56.7134,45.2783,44.6715,42.4696,not significant,0.40154380647067517
ENSG00000164695,CHMP4C,8,81732447,81759515,protein_coding,0.939025,-0.0446562,0.872944,6.03461,8.6431,8.45158,5.22989,7.90604,4.83679,not significant,0.13588387182086492
ENSG00000134077,THUMPD3,3,9362970,9386791,protein_coding,0.904484,-0.0444136,0.810826,7.3102,6.59407,6.78147,4.90731,6.57029,4.61739,not significant,0.20970179782420237
ENSG00000090621,PABPC4,1,39560815,39576790,protein_coding,0.869072,-0.0442033,0.746341,19.4228,22.8656,19.1963,13.5438,17.8236,16.3088,not significant,0.2925726786611981
ENSG00000171791,BCL2,18,63123345,63320128,protein_coding,0.948721,-0.0441095,0.890961,0.713915,0.826946,0.873432,0.592273,0.690349,0.588557,not significant,0.11545462351307888
ENSG00000167700,MFSD3,8,144509069,144511213,protein_coding,0.928323,-0.0440638,0.853725,11.6199,10.821,11.6502,9.60127,9.43427,7.4208,not significant,0.15814615110274707
ENSG00000126752,SSX1,X,48255316,48267444,protein_coding,0.794346,-0.04396,0.634291,114.281,112.202,118.301,90.6928,89.0347,87.3492,not significant,0.45524743931256856
ENSG00000090054,SPTLC1,9,92000086,92115413,protein_coding,0.874977,-0.0439532,0.756641,15.2911,17.7919,16.9847,13.8184,12.7989,12.1392,not significant,0.2788663784549643
ENSG00000074800,ENO1,1,8860999,8879250,protein_coding,0.650689,-0.0438661,0.449936,444.98,427.711,435.818,354.188,356.007,305.336,not significant,0.7986499285545331
ENSG00000219200,RNASEK,17,7012416,7014532,protein_coding,0.794902,-0.0438177,0.635657,154.309,153.257,163.188,125.459,134.046,105.979,not significant,0.4530961692970776
ENSG00000166681,BEX3,X,103376339,103378077,protein_coding,0.686842,-0.0438005,0.494563,405.933,418.884,431.788,329.987,342.324,302.146,not significant,0.7040807346186702
ENSG00000068308,OTUD5,X,48922027,48958386,protein_coding,0.868233,-0.0437732,0.744155,20.9831,20.1854,19.4667,16.874,17.3735,12.8695,not significant,0.29550593251408713
ENSG00000136877,FPGS,9,127794596,127814327,protein_coding,0.91833,-0.0434632,0.834012,9.63282,10.4755,9.91131,9.12114,8.03702,6.13018,not significant,0.181507488237695
ENSG00000105723,GSK3A,19,42230189,42242625,protein_coding,0.936936,-0.043391,0.869531,4.57256,3.5263,4.37919,4.21897,2.71806,2.72548,not significant,0.1398012931493902
ENSG00000101236,RNF24,20,3927308,4015558,protein_coding,0.92095,-0.0433576,0.839176,2.92415,4.08514,3.1068,2.33927,3.28369,2.24328,not significant,0.17533482097439484
ENSG00000075292,ZNF638,2,71276560,71435069,protein_coding,0.852269,-0.0433502,0.721438,10.4566,9.74426,10.4374,8.13209,7.25858,8.31964,not significant,0.32650883654651675
ENSG00000171467,ZNF318,6,43307133,43369647,protein_coding,0.892355,-0.0431822,0.786973,4.59183,4.89685,5.35077,3.50486,4.05583,3.94022,not significant,0.23956133865007279
ENSG00000011376,LARS2,3,45388505,45554726,protein_coding,0.921142,-0.0431306,0.840096,2.26245,2.33734,2.0936,1.92669,1.92824,1.34819,not significant,0.17423910796060682
ENSG00000117620,SLC35A3,1,99969350,100035634,protein_coding,0.875828,-0.043105,0.758753,3.3695,4.58031,4.00819,3.07387,3.31912,2.87531,not significant,0.27607898274474635
ENSG00000258102,MAP1LC3B2,12,116548104,116576597,protein_coding,0.925978,-0.042881,0.849116,25.4316,26.2735,23.3507,20.8751,21.654,15.818,not significant,0.16355947067302232
ENSG00000104497,SNX16,8,81799580,81842866,protein_coding,0.944612,-0.04287,0.882714,2.52192,3.74108,3.9161,1.96001,3.12851,2.80173,not significant,0.12475402665349357
ENSG00000255154,HTD2,3,58306261,58318574,protein_coding,0.935835,-0.0428653,0.866543,8.39887,7.49368,8.51787,7.09224,5.10876,6.66765,not significant,0.1432435461298816
ENSG00000116455,WDR77,1,111439889,111449256,protein_coding,0.858108,-0.0427405,0.729852,29.6608,29.1684,28.2646,23.3204,22.4532,21.773,not significant,0.31491350512020416
ENSG00000146729,NIPSNAP2,7,55951792,56000181,protein_coding,0.903614,-0.0427212,0.809334,14.697,15.6236,12.7862,11.142,12.4976,9.87255,not significant,0.21154359174796813
ENSG00000100889,PCK2,14,24094052,24110598,protein_coding,0.889848,-0.0426521,0.781447,16.0247,14.7573,14.0211,13.6123,10.5242,10.5939,not significant,0.2466079497185151
ENSG00000178057,NDUFAF3,3,49020458,49023495,protein_coding,0.874119,-0.0426042,0.755262,27.9833,27.18,26.8089,22.0992,22.5273,19.0385,not significant,0.28069057006303083
ENSG00000131013,PPIL4,6,149504732,149546038,protein_coding,0.887351,-0.0425847,0.77791,18.815,20.5287,21.5201,14.2667,14.921,17.8942,not significant,0.2511444427292686
ENSG00000085514,PILRA,7,100367529,100400096,protein_coding,0.935625,-0.0425805,0.86617,10.0649,12.0996,12.249,9.66214,8.10011,8.85078,not significant,0.14367408483509322
ENSG00000146733,PSPH,7,56011050,56051604,protein_coding,0.923842,-0.042381,0.844995,7.89808,10.3354,9.06272,7.31055,7.15449,6.68487,not significant,0.16842456880223292
ENSG00000203812,HIST2H2AA3,1,149842187,149842736,protein_coding,0.923195,-0.042347,0.842878,47.6543,43.0181,41.7828,38.4517,39.0529,25.6401,not significant,0.170933052687099
ENSG00000168887,C2orf68,2,85605253,85612066,protein_coding,0.901525,-0.0423331,0.804864,7.28004,7.2,5.61242,5.29518,5.30056,5.00957,not significant,0.21708195993561444
ENSG00000020256,ZFP64,20,52051662,52204308,protein_coding,0.890392,-0.0422006,0.783276,6.61987,7.70941,7.63012,5.60961,5.53407,5.86173,not significant,0.2442701546800316
ENSG00000120075,HOXB5,17,48591256,48593961,protein_coding,0.974424,-0.0421741,0.9468,1.4934,1.41426,0.793339,0.60841,1.28106,1.00318,not significant,0.05466740134230821
ENSG00000106346,USP42,7,6104883,6161564,protein_coding,0.840005,-0.0420374,0.704018,18.4112,18.2729,17.879,15.2594,13.3177,13.7198,not significant,0.3509513549691368
ENSG00000111850,SMIM8,6,87322582,87399749,protein_coding,0.928981,-0.042033,0.855063,6.42165,6.54457,6.54616,5.43033,5.53835,4.19709,not significant,0.1565801285493986
ENSG00000170242,USP47,11,11841422,11959323,protein_coding,0.885307,-0.0418278,0.773803,6.82479,7.24656,7.25108,5.25189,5.04129,6.20815,not significant,0.2564379597524464
ENSG00000076108,BAZ2A,12,56595595,56636816,protein_coding,0.876889,-0.0418189,0.760028,7.58944,8.62473,7.54512,5.48597,5.83139,7.07365,not significant,0.27440000427515077
ENSG00000130119,GNL3L,X,54530210,54567289,protein_coding,0.831361,-0.0417469,0.690388,12.3904,11.9854,12.2949,9.74325,9.68608,9.03959,not significant,0.3705015205922476
ENSG00000100147,CCDC134,22,41800678,41826299,protein_coding,0.981436,-0.0415256,0.961712,1.20001,0.619867,1.27497,0.58666,1.23526,0.604571,not significant,0.039040249437837155
ENSG00000019485,PRDM11,11,45095805,45235110,protein_coding,0.943993,-0.041425,0.881888,0.838171,1.22358,0.909884,0.908608,0.693986,0.697671,not significant,0.12569021516549672
ENSG00000126461,SCAF1,19,49642208,49658642,protein_coding,0.958543,-0.0413113,0.910164,2.21911,1.41081,1.51136,1.33523,1.28858,1.376,not significant,0.0941304759286553
ENSG00000198373,WWP2,16,69762305,69941741,protein_coding,0.880449,-0.0411328,0.765635,9.17096,7.90184,8.79703,6.86138,6.80318,6.43486,not significant,0.26704972410985256
ENSG00000092201,SUPT16H,14,21351475,21384019,protein_coding,0.773898,-0.0411155,0.607292,94.6921,95.8189,97.1482,69.2138,71.8676,81.7543,not significant,0.4987455492264629
ENSG00000172301,COPRS,17,31851870,31859291,protein_coding,0.829683,-0.0410942,0.687492,96.6709,97.8779,102.026,74.6106,85.3895,70.6251,not significant,0.3747050858727501
ENSG00000105953,OGDH,7,44606571,44709066,protein_coding,0.908091,-0.0410573,0.816664,6.53149,6.53348,6.77423,5.37253,5.28264,4.75308,not significant,0.2025275294229277
ENSG00000185130,HIST1H2BL,6,27807443,27807931,protein_coding,0.981437,-0.0409897,0.961778,2.60248,2.68863,2.76504,3.05352,1.60736,1.57337,not significant,0.03897162417851591
ENSG00000184863,RBM33,7,155644450,155781485,protein_coding,0.923691,-0.0409846,0.8446,2.01972,2.2907,1.81933,1.5455,1.76268,1.45996,not significant,0.16889213648229384
ENSG00000213297,ZNF625-ZNF20,19,12132116,12156731,protein_coding,0.961339,-0.0408915,0.917192,2.094,1.65854,1.55736,1.22846,1.72441,1.19563,not significant,0.08643845023442015
ENSG00000273014,AC018645.2,7,32758881,32759353,lincRNA,0.976588,-0.0408171,0.951428,5.3814,4.44763,4.00227,3.6832,4.98554,2.16894,not significant,0.049791265103796445
ENSG00000133884,DPF2,11,65333851,65354262,protein_coding,0.896094,-0.040814,0.794318,11.564,11.0386,11.1367,8.8603,9.11922,8.24498,not significant,0.23027139413689446
ENSG00000144224,UBXN4,2,135741733,135785056,protein_coding,0.827194,-0.0408014,0.683973,36.7033,36.6062,38.1863,25.6424,30.0684,30.8402,not significant,0.3798368358229034
ENSG00000198408,OGA,10,101784442,101818465,protein_coding,0.862234,-0.0407479,0.735472,12.1703,12.1455,12.7985,9.63298,9.75803,9.42656,not significant,0.3072428090058852
ENSG00000075790,BCAP29,7,107579976,107629170,protein_coding,0.885102,-0.0406857,0.773277,8.95022,8.77137,7.55479,6.05317,6.55481,7.02218,not significant,0.2571179504707906
ENSG00000104213,PDGFRL,8,17576432,17644071,protein_coding,0.970703,-0.0405558,0.938838,1.60001,1.79073,2.12494,1.82516,1.23526,1.20914,not significant,0.06311233861950613
ENSG00000130764,LRRC47,1,3778558,3796498,protein_coding,0.811024,-0.0404651,0.6581,33.3514,34.8213,35.3092,26.838,28.6195,24.9809,not significant,0.4183983835200636
ENSG00000111554,MDM1,12,68272442,68332381,protein_coding,0.925911,-0.0404316,0.848912,4.78869,5.36381,3.90957,3.79503,3.78783,3.3522,not significant,0.16379974939749736
ENSG00000147655,RSPO2,8,107899315,108083642,protein_coding,0.867642,-0.0401618,0.743382,18.1121,18.4562,20.0972,14.0224,14.699,15.2602,not significant,0.29654523448718706
ENSG00000134046,MBD2,18,54151605,54224669,protein_coding,0.887333,-0.0401278,0.777723,11.1538,12.4277,10.3324,7.66104,9.06181,9.61324,not significant,0.25138485933254284
ENSG00000169609,C15orf40,15,82988440,83011641,protein_coding,0.908681,-0.0400676,0.817491,2.85491,3.4519,3.1231,2.21245,2.98231,2.15215,not significant,0.20151538544564196
ENSG00000143476,DTL,1,212035552,212107400,protein_coding,0.848956,-0.0400311,0.717022,30.1228,27.9281,29.0149,20.5522,21.6372,25.3489,not significant,0.33264875545017425
ENSG00000110925,CSRNP2,12,51061204,51083664,protein_coding,0.933822,-0.0398145,0.8636,4.15472,4.18627,3.97826,2.6079,4.17117,2.84258,not significant,0.14664558034148473
ENSG00000122557,HERPUD2,7,35632658,35695571,protein_coding,0.925846,-0.0397058,0.848409,7.12378,7.19604,9.25068,5.41748,6.7627,6.14117,not significant,0.1643924481441988
ENSG00000188986,NELFB,9,137255326,137273542,protein_coding,0.948241,-0.0394172,0.889008,5.70005,4.75231,6.26858,4.88883,5.35281,2.82133,not significant,0.11764904463358147
ENSG00000029153,ARNTL2,12,27332853,27425289,protein_coding,0.91833,-0.039405,0.834048,4.33125,3.98166,4.75778,3.66069,3.62725,2.88482,not significant,0.18146432432272117
ENSG00000139697,SBNO1,12,123289108,123364847,protein_coding,0.827194,-0.0393949,0.684022,13.6497,13.8185,14.8175,10.2439,10.9257,11.6606,not significant,0.37976519813413856
ENSG00000046651,OFD1,X,13734744,13769357,protein_coding,0.913395,-0.0392128,0.826336,9.30436,8.70023,8.5867,7.17168,6.36182,7.11691,not significant,0.19075380851255866
ENSG00000047579,DTNBP1,6,15522800,15663058,protein_coding,0.890025,-0.0392115,0.782401,19.2,19.0615,21.2949,15.9341,15.3292,15.005,not significant,0.24538788214373683
ENSG00000231989,PPP1R2B,5,156850537,156852528,protein_coding,0.950408,-0.0392039,0.894289,5.86846,5.53552,6.5061,5.23898,5.38424,3.3422,not significant,0.11172628982864996
ENSG00000170248,PDCD6IP,3,33798570,33869707,protein_coding,0.855812,-0.0391887,0.726174,16.5302,17.3414,15.7068,11.747,13.6828,13.1359,not significant,0.31996562345198104
ENSG00000071073,MGAT4A,2,98619105,98731132,protein_coding,0.92393,-0.0389842,0.845485,2.47929,2.96427,2.98932,2.20625,2.17934,2.16133,not significant,0.16784485178254274
ENSG00000114648,KLHL18,3,47282916,47346816,protein_coding,0.953624,-0.0386796,0.900812,2.1982,2.27097,2.62744,1.45078,2.48906,1.60582,not significant,0.10445870019343435
ENSG00000148337,CIZ1,9,128161250,128204383,protein_coding,0.895623,-0.0384469,0.792881,10.1844,11.1931,11.6032,9.74597,9.54671,6.41912,not significant,0.2320821316595778
ENSG00000091039,OSBPL8,12,76351796,76559809,protein_coding,0.858976,-0.0384351,0.730835,16.038,17.4983,15.5896,10.8586,13.1882,14.1283,not significant,0.3135675629047986
ENSG00000259040,BLOC1S5-TXNDC5,6,7881521,8064364,protein_coding,0.865848,-0.038408,0.740585,28.921,27.8865,27.9665,21.6387,24.4206,20.0187,not significant,0.3003148645559678
ENSG00000138071,ACTR2,2,65227752,65271253,protein_coding,0.773888,-0.0383481,0.606984,69.1508,71.5031,73.9907,53.8387,56.4918,56.5316,not significant,0.499252847413375
