gene_stable_id,name,chr,start,stop,biotype,FDR,log2FC,p,GFP1 TPM,GFP2 TPM,GFP3 TPM,WT1 TPM,WT2 TPM,WT3 TPM
ENSG00000150995,ITPR1,3,4493344,4847840,protein_coding,0.0473447,0.589458,0.0143187,1.24356,1.10378,1.02349,0.959023,1.60463,1.5001
ENSG00000134107,BHLHE40,3,4979115,4985323,protein_coding,0.889934,0.0980849,0.78177,2.04782,3.47563,2.25343,1.35868,2.63497,2.65294
ENSG00000134108,ARL8B,3,5122244,5180912,protein_coding,0.0295276,0.373289,0.00816669,16.7006,16.5492,15.8426,15.5793,19.6471,15.7116
ENSG00000233912,AC026202.2,3,5156904,5187329,antisense,0.0468822,2.44472,0.0141359,0.755959,0.390491,0.803177,1.47829,1.55633,5.33198
ENSG00000268509,AC026202.3,3,5187171,5188298,antisense,0.195609,2.63175,0.0816445,0.225379,0.0,0.239457,0.440733,0.232,1.58966
ENSG00000134109,EDEM1,3,5187645,5219958,protein_coding,0.0235011,0.562671,0.00625756,3.46458,3.53765,3.16736,3.15119,4.47868,4.38398
ENSG00000236152,MRPS36P1,3,6773036,6773343,processed_pseudogene,0.286954,-1.35616,0.135155,3.30948,13.6761,4.39524,0.808967,4.25837,1.66733
ENSG00000253081,RNU4ATAC17P,3,8364528,8364648,snRNA,,,,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000071282,LMCD1,3,8501806,8574668,protein_coding,0.00193653,0.654271,0.000364809,2.95252,2.69831,2.41303,3.30323,3.59451,3.26105
ENSG00000125046,SSUH2,3,8619399,8745040,protein_coding,0.0140106,1.54264,0.00342653,0.523896,0.992269,0.556619,1.87823,1.52798,1.40769
ENSG00000182533,CAV3,3,8733799,8841808,protein_coding,0.320902,-1.84444,0.157562,0.355,0.366751,1.69728,0.173552,0.182714,0.178851
ENSG00000180914,OXTR,3,8750407,8769628,protein_coding,0.175724,-0.976545,0.0713894,1.25264,0.705878,1.27039,0.445376,0.5275,0.34423
ENSG00000070950,RAD18,3,8775401,8963773,protein_coding,0.00483832,-0.950245,0.00101416,2.34086,2.3787,2.93556,1.16316,0.908547,1.08267
ENSG00000196220,SRGAP3,3,8980590,9363053,protein_coding,1.24438e-16,4.2622,3.763450000000001e-18,0.0950252,0.073628,0.126201,1.50981,1.56507,1.43622
ENSG00000254485,AC026191.1,3,9292587,9363303,antisense,0.166418,-2.22367,0.0666925,0.616136,0.795665,1.30924,0.301216,0.0,0.155206
ENSG00000206573,THUMPD3-AS1,3,9349688,9398579,antisense,0.373409,-0.367699,0.195162,2.34775,2.17455,2.32237,1.10819,1.50003,1.63146
ENSG00000134077,THUMPD3,3,9362970,9386791,protein_coding,0.904484,-0.0444136,0.810826,7.3102,6.59407,6.78147,4.90731,6.57029,4.61739
ENSG00000168137,SETD5,3,9397614,9479240,protein_coding,0.960274,-0.010086,0.913876,25.3117,23.372,25.4993,19.7156,18.4277,20.6149
ENSG00000163719,MTMR14,3,9649432,9702393,protein_coding,0.664936,0.313773,0.46623,1.61001,1.85898,1.60995,1.6668,1.75479,1.62226
ENSG00000156983,BRPF1,3,9731728,9748018,protein_coding,0.160574,0.284595,0.0636786,7.28675,7.57882,8.3173,7.36538,8.10898,7.09415
ENSG00000114026,OGG1,3,9749943,9788219,protein_coding,0.0523629,-0.428653,0.0160866,10.9453,11.0158,10.3536,7.11158,6.83281,5.26528
ENSG00000134072,CAMK1,3,9757346,9769992,protein_coding,2.39195e-06,0.983178,2.36126e-07,11.078,13.0796,12.7788,21.0442,19.8745,17.3813
ENSG00000171148,TADA3,3,9779859,9793011,protein_coding,0.358205,0.335525,0.183628,3.72138,4.29686,4.03135,4.28071,4.65693,3.23503
ENSG00000241553,ARPC4,3,9792494,9807726,protein_coding,0.974424,-0.00682357,0.946931,47.6607,43.6055,52.4354,37.2253,40.3518,36.7516
ENSG00000269886,AC022382.1,3,9812761,9813097,antisense,,0.28545,0.852702,1.51192,0.780983,0.803177,0.739145,1.55633,0.761712
ENSG00000156990,RPUSD3,3,9837848,9844602,protein_coding,0.617228,-0.155928,0.415001,11.6853,13.4488,10.8905,8.41874,9.49627,7.95279
ENSG00000171135,JAGN1,3,9890571,9894349,protein_coding,0.12614,-0.424861,0.0470176,16.9715,15.4706,14.2434,10.4584,7.63398,9.6281
ENSG00000163703,CRELD1,3,9933821,9945413,protein_coding,0.446123,0.294387,0.251331,4.42422,4.30181,4.97707,4.74992,4.28629,4.37048
ENSG00000269894,AC018809.1,3,9935705,9936258,sense_intronic,,-1.29179,0.445424,0.459317,1.42356,0.976013,0.0,0.47281,0.462812
ENSG00000163704,PRRT3,3,9945541,9952408,protein_coding,5.9582e-05,1.78794,7.78124e-06,0.706811,0.862973,0.819229,2.45023,1.9843,2.13657
ENSG00000230082,PRRT3-AS1,3,9947403,9954787,antisense,0.513092,-0.607041,0.308742,4.55053,7.69281,4.39524,3.23587,2.98086,2.50099
ENSG00000125037,EMC3,3,9962536,10011116,protein_coding,0.416156,-0.155553,0.227692,24.689,23.986,29.4448,19.9034,19.9443,16.2276
ENSG00000180385,EMC3-AS1,3,9986892,10006990,transcribed_unprocessed_pseudogene,0.561401,-0.175562,0.356921,8.54881,7.34805,9.08278,5.48329,6.05436,6.13307
ENSG00000232901,CYCSP10,3,10000646,10000940,processed_pseudogene,,-0.675618,0.868493,0.0,0.892552,0.0,0.0,0.0,0.0
ENSG00000186162,CIDECP1,3,10014237,10026365,transcribed_unprocessed_pseudogene,0.81851,-0.171305,0.669279,1.768,2.08745,2.59402,1.31708,1.81993,1.44213
ENSG00000144554,FANCD2,3,10026413,10101930,protein_coding,0.0163526,-0.461495,0.00410956,6.94348,6.00557,6.55368,4.13658,3.42413,3.74222
ENSG00000229217,CYCSP11,3,10057972,10058287,processed_pseudogene,,-0.593678,0.830863,1.61271,0.0,0.0,0.0,0.830044,0.0
ENSG00000254999,BRK1,3,10115674,10127190,protein_coding,0.510306,0.107072,0.306631,108.006,103.595,103.254,96.3177,99.1289,76.1129
ENSG00000134086,VHL,3,10141007,10152220,protein_coding,0.0406381,0.37307,0.0119525,10.8751,11.0947,10.9045,11.4307,11.2646,11.3003
ENSG00000157014,TATDN2,3,10248022,10281218,protein_coding,0.640707,-0.128999,0.439301,8.39715,6.71003,9.31598,6.12377,5.9695,5.74978
ENSG00000272410,AC022384.1,3,10249371,10285796,protein_coding,0.951084,0.0515108,0.896093,2.30368,1.49848,2.71953,2.00217,1.5809,1.80539
ENSG00000231177,LINC00852,3,10284418,10285746,antisense,0.447539,1.09681,0.252598,0.765067,0.592794,0.203214,0.935063,0.984427,0.770889
ENSG00000157020,SEC13,3,10293130,10321112,protein_coding,0.109807,-0.228697,0.0397414,59.4057,62.3824,58.3111,47.089,40.8931,34.8555
ENSG00000197548,ATG7,3,11272308,11557665,protein_coding,0.0352393,1.15802,0.0101291,0.4958,0.315207,0.648331,1.00684,0.863695,0.730145
ENSG00000226621,AC083855.1,3,11290405,11290663,processed_pseudogene,,,,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000144560,VGLL4,3,11556068,11771350,protein_coding,0.96097,0.01602,0.915263,6.76278,8.05519,7.14293,6.10672,6.22436,5.41131
ENSG00000144559,TAMM41,3,11790441,11846919,protein_coding,0.707991,-0.192137,0.517557,5.96078,5.40404,5.55762,4.40089,3.88189,3.55465
ENSG00000225026,AC091492.1,3,12328002,12328274,processed_pseudogene,0.74077,0.612225,0.564646,1.86766,1.92949,3.96864,3.65225,0.961264,4.70469
ENSG00000154743,TSEN2,3,12484431,12539623,protein_coding,0.0134382,-1.28579,0.00326191,1.78712,1.54849,2.14375,0.676403,0.534084,0.580879
ENSG00000075975,MKRN2,3,12557086,12583713,protein_coding,0.030787,-0.60493,0.0085936,8.60404,11.6312,10.7947,3.93785,7.34926,5.07259
ENSG00000132155,RAF1,3,12583600,12664226,protein_coding,0.0615708,-0.357218,0.0195473,14.8924,14.9949,14.5375,8.94366,10.0383,8.75968
ENSG00000088726,TMEM40,3,12733527,12769457,protein_coding,1.24372e-05,4.61002,1.40443e-06,0.0,0.232221,0.11941,1.75825,2.66092,2.37816
ENSG00000213943,KRT18P17,3,12787392,12788671,processed_pseudogene,,-1.26041,0.49908,0.0,1.02584,0.210999,0.0,0.0,0.400211
ENSG00000144712,CAND2,3,12796471,12871916,protein_coding,0.0850005,-0.536166,0.028812,3.74876,4.07145,3.47228,2.02066,2.3747,1.84021
ENSG00000272263,AC034198.2,3,12832218,12832728,antisense,,-1.53026,0.367937,1.99217,0.51453,1.0583,0.0,1.02535,0.0
ENSG00000144713,RPL32,3,12834484,12841588,protein_coding,0.00423541,0.198377,0.00087363,436.153,430.807,436.662,414.042,432.615,350.845
ENSG00000207496,SNORA7A,3,12840311,12840450,snoRNA,0.143596,-2.71645,0.0553102,10.9641,15.1027,3.88299,3.57342,0.0,0.0
ENSG00000144711,IQSEC1,3,12897042,13283281,protein_coding,0.933431,0.0311002,0.8631,3.99983,4.0242,2.94421,2.70949,3.17546,3.08197
ENSG00000231362,AC069271.1,3,13052966,13053122,processed_pseudogene,,1.01375,0.523679,0.0,3.36423,1.72992,3.18401,3.3521,1.64061
ENSG00000132182,NUP210,3,13316234,13420322,protein_coding,8.68519e-05,0.704792,1.17463e-05,4.68808,5.09817,5.54266,7.16866,7.69225,5.14996
ENSG00000163517,HDAC11,3,13479723,13506424,protein_coding,0.101794,0.923988,0.0359971,0.867536,0.832235,1.0534,1.81766,0.956809,1.37365
ENSG00000163528,CHCHD4,3,14112076,14124870,protein_coding,0.101543,-0.444214,0.0358745,16.6377,16.5336,20.7072,12.5493,10.2759,8.78131
ENSG00000170876,TMEM43,3,14124939,14143679,protein_coding,0.848928,-0.0697847,0.716934,7.75463,9.58217,9.12752,6.24413,6.49551,7.35402
ENSG00000154767,XPC,3,14145146,14178783,protein_coding,7.42468e-93,2.38168,1.79833e-95,10.3404,10.0664,10.8454,41.673,42.8495,45.4165
ENSG00000170860,LSM3,3,14178816,14201122,protein_coding,0.663971,0.070966,0.465032,43.9343,44.0605,46.3571,39.1124,42.0335,31.849
ENSG00000131389,SLC6A6,3,14402575,14489349,protein_coding,0.969033,0.0189437,0.935432,2.56897,2.84091,3.19074,1.73352,2.75617,2.47914
ENSG00000207163,RNU6-905P,3,14530981,14531088,snRNA,,,,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000154781,CCDC174,3,14651745,14672659,protein_coding,0.149433,0.458765,0.0581553,5.38793,4.41768,5.72446,5.10085,5.37013,6.54918
ENSG00000225733,FGD5-AS1,3,14920346,14948424,antisense,0.555146,-0.139788,0.350184,9.30665,11.7627,10.8347,7.16356,7.69461,8.23023
ENSG00000177463,NR2C2,3,14947583,15053600,protein_coding,0.88469,0.0422307,0.772801,5.43866,5.50163,5.14635,4.40371,4.40293,4.42399
ENSG00000131368,MRPS25,3,15042459,15065317,protein_coding,0.00111937,-0.607718,0.000198358,10.551,10.3266,10.2661,5.48396,5.94496,4.92398
ENSG00000131381,RBSN,3,15070072,15099163,protein_coding,0.174055,-0.274811,0.0706088,7.3939,7.37654,6.97004,5.03226,5.22331,4.12681
ENSG00000131375,CAPN7,3,15206151,15252916,protein_coding,0.255907,0.25384,0.116107,8.66705,8.23763,10.1292,7.57035,9.338,8.84944
tRNA-Lys-AAA_7,tRNA-Lys-AAA_7,3,15211465,15211466,tRNA,,-0.437497,0.784826,254.002,524.82,539.735,248.353,0.0,511.87
ENSG00000131370,SH3BP5,3,15254352,15341368,protein_coding,0.436685,0.190962,0.243898,9.20128,8.53711,8.15705,7.04831,8.38567,8.20835
ENSG00000226427,HMGN2P7,3,15375372,15375645,processed_pseudogene,,1.16003,0.651937,0.930411,0.0,0.0,0.909717,0.957743,0.0
ENSG00000206562,METTL6,3,15381274,15440566,protein_coding,0.988628,0.0113395,0.977364,0.920798,1.33179,1.02723,0.855302,0.900456,0.881415
ENSG00000144597,EAF1,3,15427597,15450635,protein_coding,0.356681,0.22885,0.182621,6.73988,7.67109,7.94978,6.47828,6.99667,7.42425
ENSG00000206561,COLQ,3,15450132,15521751,protein_coding,0.920174,-0.0960702,0.836588,1.35669,1.24586,1.44143,1.17912,1.00861,0.835397
ENSG00000131373,HACL1,3,15560703,15601852,protein_coding,0.561401,-0.411913,0.356921,2.10102,3.08449,2.23225,1.18933,1.70743,1.5599
ENSG00000169814,BTD,3,15601340,15647640,protein_coding,0.340374,-0.545711,0.171301,1.63099,1.18939,1.47803,0.984969,0.740691,0.628358
ENSG00000206560,ANKRD28,3,15667235,15859771,protein_coding,0.0775171,-0.400862,0.0257731,5.13401,5.49753,5.17598,3.0412,3.39463,3.13405
ENSG00000279465,AC090950.2,3,15731876,15732536,TEC,0.495437,-0.668702,0.293805,6.15763,4.3735,3.27112,1.88146,2.7731,2.32668
ENSG00000263740,RN7SL4P,3,15738514,15738809,misc_RNA,0.52179,0.300441,0.317084,35.302,33.802,36.5922,38.7262,25.7032,39.041
ENSG00000154813,DPH3,3,16257060,16264969,protein_coding,0.0380955,-0.514351,0.011085,7.09574,9.79578,8.33954,4.9118,5.62358,3.6065
ENSG00000154814,OXNAD1,3,16265159,16350299,protein_coding,0.0139808,-1.07927,0.00341668,1.70662,2.10594,2.11542,0.602573,0.927177,0.716504
ENSG00000271964,AC090948.1,3,16314438,16314987,antisense,,-0.675618,0.868493,0.0,0.477978,0.0,0.0,0.0,0.0
ENSG00000272498,AC090948.2,3,16339307,16339871,antisense,,-0.344069,0.873705,0.0,0.0,1.43547,0.440342,0.463589,0.0
ENSG00000272529,AC090948.3,3,16345125,16346440,antisense,,-0.00829455,0.995778,0.921968,0.0,1.95911,0.0,2.37263,0.0
ENSG00000154822,PLCL2,3,16802650,17090604,protein_coding,8.98139e-25,1.78275,1.67563e-26,3.87297,3.9456,4.17203,11.1501,11.4619,10.3523
ENSG00000131374,TBC1D5,3,17157161,18444817,protein_coding,5.59492e-20,1.13487,1.33317e-21,6.75578,6.2185,6.34125,10.6781,10.7712,12.386
ENSG00000227309,AC140076.1,3,17465149,17465510,processed_pseudogene,,1.24794,0.759733,0.0,0.0,0.0,0.0,0.0,0.708962
ENSG00000271841,RNU7-10P,3,17664962,17665025,snRNA,,,,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000233133,AC104451.1,3,17706057,17706233,unprocessed_pseudogene,,0.28617,0.928155,1.44319,0.0,0.0,1.4111,0.0,0.0
ENSG00000213383,AC104297.1,3,17871728,17872598,processed_pseudogene,,-1.29853,0.361699,0.291957,1.5081,0.930578,0.0,0.601067,0.294178
ENSG00000182568,SATB1,3,18345376,18445588,protein_coding,0.00268187,-0.44537,0.000524927,8.36429,7.73019,9.20794,4.75422,4.95334,5.12784
tRNA-Gly-GGA_24,tRNA-Gly-GGA_24,3,18377699,18377700,tRNA,,-0.675618,0.868493,254.002,0.0,0.0,0.0,0.0,0.0
ENSG00000144566,RAB5A,3,19947096,19985175,protein_coding,0.518536,0.137386,0.313783,19.4498,19.6349,17.9283,17.1068,17.2786,15.7499
ENSG00000201545,RNU4-85P,3,19996802,19996925,snRNA,,,,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000229468,RPL39P18,3,20012451,20012606,processed_pseudogene,,-0.675618,0.868493,1.63872,0.0,0.0,0.0,0.0,0.0
ENSG00000114166,KAT2B,3,20040445,20154404,protein_coding,0.000696167,0.987993,0.00011707,2.76465,3.27269,3.05972,3.32263,6.75893,4.41067
ENSG00000129810,SGO1,3,20160592,20186206,protein_coding,3.889e-19,-1.82454,9.90324e-21,13.0187,13.8036,13.7591,3.0818,3.24449,2.83068
ENSG00000132967,HMGB1P5,3,22381818,22382929,transcribed_processed_pseudogene,0.00209797,-0.276384,0.000398966,1123.69,1093.57,1108.13,685.373,691.667,810.423
ENSG00000215016,RPL24P7,3,23134371,23134824,processed_pseudogene,0.958743,-0.0320098,0.910441,24.1106,31.2807,26.2123,21.3814,20.2014,22.0342
ENSG00000182247,UBE2E2,3,23203019,23591794,protein_coding,0.723128,-0.159099,0.535624,5.95318,5.03978,4.65592,3.55714,4.00026,3.66574
ENSG00000206728,RF00019,3,23273806,23273910,misc_RNA,,-0.675618,0.868493,0.0,2.52317,0.0,0.0,0.0,0.0
ENSG00000170142,UBE2E1,3,23805902,23891316,protein_coding,1.34564e-06,-0.506712,1.25438e-07,91.3517,85.439,97.4754,51.5159,51.5373,51.1078
ENSG00000197885,NKIRAS1,3,23891659,23946591,protein_coding,0.313889,-0.372983,0.152723,4.02249,5.289,5.36161,2.78887,3.38781,2.87402
ENSG00000174748,RPL15,3,23916544,23924374,protein_coding,0.222174,0.0908174,0.0959615,178.161,183.583,180.045,157.552,163.759,140.191
ENSG00000174738,NR1D2,3,23945285,23980617,protein_coding,0.636827,-0.130063,0.435098,7.04078,8.07647,7.22261,5.26996,5.49819,5.52871
ENSG00000151090,THRB,3,24117152,24495756,protein_coding,6.92671e-11,2.06921,3.58669e-12,0.588836,0.497722,0.597178,1.62254,2.23167,1.80692
ENSG00000077092,RARB,3,25174331,25597932,protein_coding,0.844753,-0.166228,0.71115,1.3214,1.74435,1.40394,1.07667,0.831244,1.25748
ENSG00000077097,TOP2B,3,25597904,25664907,protein_coding,0.000495346,-0.434141,7.98987e-05,22.2373,22.5929,21.3761,14.3601,13.6016,11.2264
ENSG00000151092,NGLY1,3,25718943,25790039,protein_coding,0.0224546,-0.445438,0.0059429,15.2656,14.7195,15.7686,8.62394,9.34112,8.88723
ENSG00000213872,AC092798.1,3,25749487,25749896,processed_pseudogene,,0.30851,0.890029,0.621032,0.64159,0.0,0.0,0.639276,0.625758
ENSG00000151093,OXSM,3,25782916,25794534,protein_coding,0.878986,-0.105408,0.763298,4.64993,4.80385,4.47721,3.83611,3.58989,2.92832
ENSG00000224237,MICOS10P3,3,27214815,27215018,processed_pseudogene,0.811286,-0.273808,0.658758,15.0149,12.9266,11.9646,7.34048,10.304,8.82535
ENSG00000033867,SLC4A7,3,27372720,27484420,protein_coding,2.14257e-06,-0.61065,2.10526e-07,11.8601,11.5598,12.1151,6.11119,6.40243,6.08272
ENSG00000223968,AC098614.1,3,27624201,27624456,processed_pseudogene,,,,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000271943,AC098614.3,3,27632975,27639111,transcribed_processed_pseudogene,0.81786,0.156098,0.66819,3.53272,2.55476,4.0036,2.53304,3.75771,2.72903
ENSG00000187118,CMC1,3,28241583,28325142,protein_coding,0.606372,-0.165836,0.403226,4.42073,5.43698,5.3231,2.84043,4.24722,3.73318
ENSG00000163512,AZI2,3,28315002,28349050,protein_coding,0.193076,0.206285,0.0801956,12.7249,14.1717,14.9101,12.0448,13.749,12.7308
ENSG00000144642,RBMS3,3,28574790,30010391,protein_coding,0.787425,-0.133748,0.624641,1.3004,1.66471,1.80212,1.02271,1.3386,1.1109
ENSG00000163513,TGFBR2,3,30606501,30694142,protein_coding,0.00358778,-1.13173,0.00072526,3.23982,2.78922,2.58164,1.3199,0.83375,0.979344
ENSG00000163527,STT3B,3,31532637,31637622,protein_coding,0.432055,-0.114211,0.240096,29.7173,33.3572,32.0817,24.0285,23.8814,22.2919
ENSG00000144645,OSBPL10,3,31657889,32077580,protein_coding,0.559358,-0.196669,0.354773,3.31856,3.03399,2.52738,1.78031,2.35798,2.07139
ENSG00000235670,RPL21P40,3,32030195,32030678,processed_pseudogene,0.477375,1.08348,0.278,1.05177,0.543292,2.79366,1.02838,4.33067,2.11955
ENSG00000152642,GPD1L,3,32105688,32168713,protein_coding,0.00109849,0.653414,0.000194213,5.42587,7.14544,6.84171,8.16183,8.89959,7.3296
ENSG00000237433,RPSAP11,3,32190746,32191627,processed_pseudogene,0.876544,0.162851,0.759488,4.90129,2.68069,3.98216,4.22848,4.15493,2.03354
ENSG00000170293,CMTM8,3,32238678,32370321,protein_coding,0.00411212,-0.868099,0.000844712,16.9335,17.7183,15.6846,6.79255,7.82157,7.43743
ENSG00000153551,CMTM7,3,32391670,32483067,protein_coding,0.717322,0.143102,0.528657,9.59675,8.36931,9.00441,7.67724,7.82596,8.28838
ENSG00000091317,CMTM6,3,32481311,32502852,protein_coding,0.645763,-0.0721802,0.444982,40.6311,42.0555,41.7001,30.5653,33.6812,30.3376
ENSG00000213849,AC104306.1,3,32507954,32508325,processed_pseudogene,0.774375,0.559942,0.608042,2.05393,3.53653,0.727406,4.6859,2.81902,0.0
ENSG00000144635,DYNC1LI1,3,32525973,32570858,protein_coding,0.000713114,-0.542404,0.000120393,22.217,26.9064,27.1752,13.5996,15.2785,12.9802
ENSG00000237676,RPL30P4,3,32635221,32635554,processed_pseudogene,0.398398,-0.390865,0.21383,30.5108,46.4931,34.8478,20.8825,29.8367,17.6772
ENSG00000182973,CNOT10,3,32685144,32773875,protein_coding,0.818551,0.0934688,0.669373,6.21913,6.50953,7.477,5.68075,5.22254,6.26645
ENSG00000213842,SUGT1P2,3,32752909,32753901,processed_pseudogene,0.377431,-0.472351,0.198203,10.242,9.25842,6.8011,4.75676,5.53502,4.90198
ENSG00000227337,RPL23AP43,3,32785645,32786116,processed_pseudogene,0.933822,-0.0392814,0.863644,42.0641,59.0562,40.6807,30.0554,41.0793,39.1238
ENSG00000170266,GLB1,3,32996608,33097202,protein_coding,0.246112,0.213305,0.109764,23.6986,22.6422,27.6399,26.0461,21.1849,21.1858
ENSG00000170275,CRTAP,3,33113978,33147773,protein_coding,0.00097362,0.352787,0.000169855,19.4237,21.5707,21.4917,19.591,23.4253,20.7682
ENSG00000272149,AC112211.1,3,33144103,33147721,antisense,,,,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000173705,SUSD5,3,33150042,33218810,protein_coding,0.0232055,-0.431573,0.00616899,10.3764,11.5182,11.6696,5.72042,7.32917,6.84051
ENSG00000153558,FBXL2,3,33277024,33403662,protein_coding,0.0311431,0.783771,0.00870931,2.24489,1.97814,2.17465,3.16332,3.19439,2.46155
ENSG00000153560,UBP1,3,33388335,33441371,protein_coding,0.0752369,-0.282424,0.0248819,16.265,18.0682,18.4578,11.8562,12.002,10.8084
ENSG00000252700,RNU7-110P,3,33414149,33414211,snRNA,,2.72921,0.260967,0.0,0.0,0.0,4.00569,4.21716,4.12799
ENSG00000163539,CLASP2,3,33496244,33718356,protein_coding,0.0235011,-0.439892,0.00625835,5.21612,5.62308,5.93347,2.99354,3.20994,3.65622
ENSG00000271643,AC112220.2,3,33793643,33798539,bidirectional_promoter_lncRNA,0.98939,-0.0100273,0.979136,1.17906,1.74012,1.49131,1.20773,1.27149,1.01831
ENSG00000170248,PDCD6IP,3,33798570,33869707,protein_coding,0.855812,-0.0391887,0.726174,16.5302,17.3414,15.7068,11.747,13.6828,13.1359
ENSG00000144681,STAC,3,36380343,36548007,protein_coding,0.164572,-0.833923,0.0656523,2.0465,2.35819,1.58893,1.07745,0.729215,0.872416
ENSG00000178567,EPM2AIP1,3,36985042,36993168,protein_coding,7.48817e-10,0.640483,4.28918e-11,15.7853,16.0817,15.9742,19.499,18.6622,21.2912
ENSG00000076242,MLH1,3,36993331,37050918,protein_coding,0.00259903,0.516939,0.00050582,12.688,12.1896,12.0208,13.9861,14.9741,13.2731
ENSG00000224858,RPL29P11,3,37016522,37017014,processed_pseudogene,0.543788,0.171342,0.338853,59.8867,72.0028,57.0452,59.0595,60.0517,50.979
ENSG00000093167,LRRFIP2,3,37052625,37183689,protein_coding,0.416032,-0.179202,0.227516,11.0506,12.5248,12.4247,7.55286,8.33813,9.45906
ENSG00000225558,UBE2D3P2,3,37134657,37135102,processed_pseudogene,,-1.1948,0.59379,0.570792,0.589686,0.606444,0.0,0.0,0.575135
ENSG00000231449,AC097359.1,3,37196203,37196666,processed_pseudogene,,0.28617,0.927685,0.0,0.0,0.582867,0.536399,0.0,0.0
ENSG00000144674,GOLGA4,3,37243176,37366751,protein_coding,0.00144852,0.802152,0.000264652,13.8006,13.6634,15.5451,16.7109,18.0535,24.8178
ENSG00000230409,TCEA1P2,3,37275692,37276598,processed_pseudogene,0.663829,0.822487,0.464454,0.841067,0.289636,0.893601,0.27412,0.577183,1.97742
ENSG00000236411,NDUFAF4P3,3,37789920,37790445,processed_pseudogene,,-1.92635,0.327877,0.967628,0.999658,0.514034,0.0,0.0,0.487496
ENSG00000144677,CTDSPL,3,37861879,37984469,protein_coding,0.110068,0.380932,0.0398452,5.97953,5.12149,4.99554,5.59668,6.2604,4.94362
ENSG00000187091,PLCD1,3,38007495,38029762,protein_coding,1.37104e-08,1.73591,9.35209e-10,2.2876,1.95585,1.92763,6.32451,5.5216,4.61001
ENSG00000060971,ACAA1,3,38103128,38137242,protein_coding,0.968882,0.0149244,0.934297,15.807,16.471,16.2152,12.7907,14.027,12.3574
ENSG00000172936,MYD88,3,38138477,38143022,protein_coding,0.0173128,-0.648472,0.0043826,7.15873,10.0435,10.0473,4.32068,4.82171,4.71975
ENSG00000172939,OXSR1,3,38165088,38255484,protein_coding,0.165626,0.2719,0.0662245,9.38352,10.4741,10.1988,8.38388,10.2698,10.3243
ENSG00000093217,XYLB,3,38346759,38421348,protein_coding,0.804573,0.145806,0.648778,1.46126,1.46523,1.9635,1.13461,1.85812,1.34247
ENSG00000157036,EXOG,3,38496126,38542161,protein_coding,0.680765,0.153452,0.486036,7.14584,6.20791,5.69414,5.63716,6.26912,5.07288
ENSG00000114742,WDR48,3,39052012,39096671,protein_coding,0.60089,-0.24338,0.397527,3.21522,3.44467,2.8467,1.68829,2.20645,2.51976
ENSG00000114745,GORASP1,3,39096658,39108363,protein_coding,0.534984,-0.202714,0.330425,6.58405,6.00176,6.17232,4.16551,4.78409,4.09756
ENSG00000144655,CSRNP1,3,39141854,39154562,protein_coding,0.00849305,0.598713,0.00191932,7.1561,6.49932,7.26888,9.53429,8.3377,7.44827
ENSG00000223668,EEF1A1P24,3,39358544,39359922,processed_pseudogene,,-0.52399,0.701633,0.184327,0.761713,0.39168,0.180227,0.379483,0.185729
ENSG00000144659,SLC25A38,3,39383323,39397351,protein_coding,0.937822,-0.0329304,0.870721,9.52002,13.3925,10.5451,8.91218,10.1124,7.14333
ENSG00000168028,RPSA,3,39406715,39412542,protein_coding,0.00938959,0.207315,0.00215931,394.206,395.287,404.168,379.275,404.91,319.275
ENSG00000206760,SNORA6,3,39408388,39408539,snoRNA,0.740298,0.522304,0.56317,5.0464,8.68908,5.36161,9.86832,6.9262,5.0848
ENSG00000202363,SNORA62,3,39411053,39411206,snoRNA,0.853229,0.224805,0.722474,11.621,17.151,14.1107,16.2322,11.9624,11.7095
ENSG00000230757,NFU1P1,3,39643637,39644705,processed_pseudogene,0.67913,-0.702714,0.483971,1.64084,1.35612,1.74333,0.320869,0.675617,1.32266
ENSG00000114784,EIF1B,3,40309706,40312424,protein_coding,0.886221,-0.033392,0.775646,83.638,85.8749,81.2064,66.932,64.1077,64.5672
ENSG00000188846,RPL14,3,40457291,40468587,protein_coding,0.166092,0.110727,0.0664868,107.747,112.884,113.951,99.8528,102.977,86.155
ENSG00000172888,ZNF621,3,40524877,40574685,protein_coding,0.350533,0.392661,0.178117,1.78707,1.41544,1.20251,1.48522,1.10374,2.01075
ENSG00000229072,HMGN2P24,3,40699065,40699338,processed_pseudogene,,,,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000234287,AC099560.2,3,40761544,40761799,processed_pseudogene,3.13406e-08,0.380543,2.26294e-09,3365.78,3201.4,3225.71,3608.42,3567.19,3026.06
ENSG00000168036,CTNNB1,3,41194740,41260096,protein_coding,0.0031308,-0.219513,0.000622277,66.2915,73.1129,69.9074,48.2345,51.3233,44.1657
ENSG00000168038,ULK4,3,41246598,41962130,protein_coding,0.56306,-0.287541,0.358701,2.02477,3.0276,2.88719,2.29233,1.31637,1.55698
